,title,rating,reviews,type,address,serviceOptions,gpsCoordinates,website,phone
7185,Hirapur Sabji Market Place,3.9,161,Produce market,"7HCJ+WJG, RDA Colony Hirapur Colony Jarway Alias Hirapur",In-store shoppingDelivery,"{""latitude"":""21.2722622"",""longitude"":""81.579349""}",,09691906844
7204,Market,3.5,11,Produce market,"7M4W+HPW, Unnamed Road, Kachana",In-store shoppingDelivery,"{""latitude"":""21.2564825"",""longitude"":""81.6968398""}",,09165533136
7219,Palaud Bazar And Any Market,3.8,157,Market,"5RJC+M78, Naya Raipur Marg",In-store shopping,"{""latitude"":""21.1816241"",""longitude"":""81.8210931""}",,09109003640
7225,Changorabhata Bazar,3.9,"1,509",Market,6JH3+2FP,"""Every Sunday evening rural farmers sell fresh vegetables ...""","{""latitude"":""21.2275997"",""longitude"":""81.603693""}",,07610586380
7235,Farm fresh,,,Grocery store,"588P+22F, Krishna Talkies Rd, opp Bank Of Baroda",In-store shoppingDelivery,"{""latitude"":""21.1650628"",""longitude"":""81.335051""}",https://www.farmfreshsupermarkets.com/savings/view-ads.html,088899 96334
7246,Mukesh Sabji Bhandar,,,Fruit and vegetable store,"6MM2+GJ5, Sant Kanwar Ram Chowk, Katora Talab Road",In-store shopping,"{""latitude"":""21.2337727"",""longitude"":""81.651604""}",,09691313949
7253,kisan machinery Raipur,4.4,13,Farmers' market,"o2 business centre, Ring Rd Number 2, near best price","""The company is much better to farmer.""","{""latitude"":""21.2871888"",""longitude"":""81.6206762""}",http://www.heavytechmachinery.com/,09155600042
7257,NM Fruits,,,Fruits Wholesaler,"Wholesale Fruit Market, C-20, Dhamtari Rd",,"{""latitude"":""21.2137121"",""longitude"":""81.6642103""}",,07748810600
7258,Komal Fruit Sale,,,Dairy store,Dairy store,,"{""latitude"":""21.2413408"",""longitude"":""81.6386131""}",,06265649373
7259,Vipin botepar,1.0,1,Farmers' market,Atal chaok Road,,"{""latitude"":""21.3093865"",""longitude"":""81.0660195""}",https://vipin-botepar.business.site/?utm_source=gmb&utm_medium=referral,09691401192
7260,Shree Shayam Agro Farm,3.8,8,Farmers' market,8HH4+VW8,,"{""latitude"":""21.3296664"",""longitude"":""81.5573357""}",,09229207204
7284,Om Krishi Sewa Kendra and Traders,5.0,5,Farmers' market,Farmers' market,In-store shopping,"{""latitude"":""21.5324053"",""longitude"":""82.1641704""}",https://omkrishisewakendra-agriculturalservice.business.site/?m=true,08120180110
7533,Sportz Mania,4.5,170,Sports club,28/1103,"""There are different sports available for kids and for adults too.""","{""latitude"":""21.2544663"",""longitude"":""81.6665548""}",https://www.sportzmania.in/,09424298369
7538,DEEPAK SPORTS,4.2,27,Sports club,"34/976, Dr Gajwani Ln","""Best sports shop in raipur chhattisgarh""","{""latitude"":""21.2306464"",""longitude"":""81.6565939""}",https://deepak-sports-sports-club.business.site/,07610592007
7548,VIP'S CLUB,4.1,603,Sports club,"Infront Ashokaratan Building, VIP Rd","""Sports + Fitness + Restaurant+Bar""","{""latitude"":""21.2608051"",""longitude"":""81.6787734""}",http://www.vipsclub.in/index.php,07712282001
7554,Chhattisgarh Club,4.3,258,Club,Chhattisgarh club,"""Great place for evening sports""","{""latitude"":""21.2392462"",""longitude"":""81.6536301""}",http://chhattisgarhclub.in/,07714035243
7557,Ace Sports - Raipur,4.6,58,Sports club,"Ramakrishna Care Hospital Road, near Aurobindo Eye Hospital","""Ace sports is an amazing arcade for cricketers and footballers.""","{""latitude"":""21.2155453"",""longitude"":""81.6541581""}",https://playo.co/venue?venueId=c3d3b232-e9cb-43c8-8fd4-16ca5cd762ac,07000655033
7562,Dash Cricket Club,3.9,44,Cricket club,near New Timber Market Road,,"{""latitude"":""21.256553"",""longitude"":""81.6361797""}",,09300212344
7565,Raipur Basketball Academy,5.0,6,Sports club,Subhash stadium,,"{""latitude"":""21.2395818"",""longitude"":""81.6421157""}",http://www.raipurbasketballacademy.com/,09425528706
7568,Police Sports Complex,4.9,14,Gym,"6JHV+M3F, Raipur,","""Best for sports
Running all sports hub""","{""latitude"":""21.229191"",""longitude"":""81.6426851""}",,09826604826
7576,DLS Table Tennis Academy,5.0,47,Sports club,Sports club,,"{""latitude"":""21.2416024"",""longitude"":""81.5976007""}",https://youtube.com/channel/UC_NjvFjvnPkcNuqz2TqytJg,07999793374
7578,"मौदहापारा क्रिकेट मैदान, रायपुर",,,Cricket club,7J5M+JXF,,"{""latitude"":""21.2590632"",""longitude"":""81.6349354""}",http://www.play.com/,09770799867
7582,Sports Adda,4.4,92,Sports club,"Sports adda, behind Lk Corporate Tower","""Grt place for sports.""","{""latitude"":""21.1965635"",""longitude"":""81.6948467""}",https://sports-adda-raipur.business.site/,07773044444
7584,SHERA Football Club,4.5,11,Football club,Football club,,"{""latitude"":""21.2350098"",""longitude"":""81.6357836""}",,09301519717
7588,The Karate Dojo 🥋👊 (Martial-arts Academy),5.0,3,Sports club,VLM SCHOOL,,"{""latitude"":""21.2332889"",""longitude"":""81.6132616""}",,08827610111
7591,THE KARATE DOJO (Martial-arts sports Academy),5.0,20,Karate club,"Disha College , Raipur, THE KARATE DOJO, ,BESIDE ONDOOR SUPER STORES NEAR SARSWATI NAGAR RAILWAY STATION,LANDMARK, Kota Rd",On-site services,"{""latitude"":""21.2521991"",""longitude"":""81.608035""}",,08109484810
7601,smart hockey academy,5.0,1,Sports club,room number 1 netaji subhash stadium,,"{""latitude"":""21.2329892"",""longitude"":""81.6582994""}",,09098009090
7604,SQUASH COMPLEX Chhattisgarh Squash Association,4.6,50,Squash club,"Squash Complex Municipal Corporation, behind Shyam Talkies Road, near Outdoor Stadium","""Must visit if you are into sports and in raipur.""","{""latitude"":""21.2359812"",""longitude"":""81.6328344""}",,07611152533
7619,Vivekananda martial arts fitness club,5.0,12,Martial arts club,"C 24, Sector 5 Rd","""Very very nice club for marital arts specially for girl's""","{""latitude"":""21.2604233"",""longitude"":""81.6524583""}",,09977402992
7622,Impact Gold Gym,4.3,12,Gymnastics club,Muskaan Plaza,,"{""latitude"":""21.236487"",""longitude"":""81.61603""}",http://business.google.com/website/impact-gold-gym,09589009717
7625,The Green Room,,,Pool hall,New Rajender Nagar above relaxo foot wear 1 st floor,,"{""latitude"":""21.2246765"",""longitude"":""81.659292""}",,09584637763
7638,Saicus Fitness & Wellness Club,4.4,219,Gym,"2nd Floor KOAS Celesta, Kachna Pahuch Marg, near Arogya Hospital",On-site services,"{""latitude"":""21.255417"",""longitude"":""81.662253""}",,09826032901
7644,Shri Ram Health Club,4.1,54,Gym,"6JP4+F25, Shanti Vihar Colony, Danganiya, Raipur","""Good and nice health club""","{""latitude"":""21.2361291"",""longitude"":""81.6051039""}",,09424244449
7646,Chhattisgarh State Cricket Sangh,4.1,78,Cricket club,Cricket club,,"{""latitude"":""21.2330357"",""longitude"":""81.648389""}",http://cricketcscs.tv/,07712420008
7651,"H2O poolside, Raipur",4.1,12,Swimming pool,"C/o Hotel Celebration, Shri Gurugovind S. Square, Jail Rd",,"{""latitude"":""21.25675"",""longitude"":""81.63689""}",http://www.celebrationworld.in/,07714092993
7661,Boogie Bounce,5.0,1,Fitness center,"International Swimming Pool Near Nalanda Parisar, Great Eastern Rd",,"{""latitude"":""21.2462306"",""longitude"":""81.6073865""}",https://boogiebounce.com/,09084155555
7665,Amaanza Pools,4.5,129,Swimming pool,"VIP Rd, beside Agrawal public School, near ashoka Ratan","""Best place to learn swimming and pool party
enjoyment""","{""latitude"":""21.26381"",""longitude"":""81.6799707""}",https://amaanzapools.com/,09981122474
7666,"Nm Construction- Swimming Pools, Fountain, Rain Dance",5.0,2,Swimming pool contractor,"professor colony, Sector No-3. Road No-5, Ring Road, near Wallfort height","""good quality & professional for swimming pool & fountain segment""","{""latitude"":""21.2217301"",""longitude"":""81.6201866""}",http://www.nmconstruction.in/,09179784559
7672,"Nm Construction- Swimming Pools, Fountain, Rain Dance",5.0,2,Swimming pool contractor,"professor colony, Sector No-3. Road No-5, Ring Road, near Wallfort height","""good quality & professional for swimming pool & fountain segment""","{""latitude"":""21.2217301"",""longitude"":""81.6201866""}",http://www.nmconstruction.in/,09179784559
7678,Dew Drop Aquatic Solutions,,,Swimming pool contractor,"Near Jhanda Chowk, Shivanand Nagar",,"{""latitude"":""21.2733283"",""longitude"":""81.631411""}",http://www.ddas.co.in/,07024969699
7681,The Maxx Fitness Centre..khamtrai,3.5,53,Gym,"2nd Floor, GT Complex",,"{""latitude"":""21.2765218"",""longitude"":""81.6363655""}",,07898244992
7684,Side Ways Pool & Fountains,5.0,4,Contractor,"57 MIG, near anandam World City","""Swimming pool construction""","{""latitude"":""21.2578283"",""longitude"":""81.6942038""}",http://www.sidewayspools.com/,07225992369
7693,Yog Plaza,4.9,21,Yoga studio,behind Central Library & International Swimming Pool,"""It is the best place for Yoga at Raipur.The environment of YogPlaza ...""","{""latitude"":""21.2462272"",""longitude"":""81.6083593""}",,09893652444
7701,Hotel Celebration Raipur,4.0,"1,544",3-star hotel,3-star hotel,Pool Spa Free parking Free breakfast  Delivery,"{""latitude"":""21.2564679"",""longitude"":""81.6370452""}",http://www.celebrationworld.in/,077140 92990
7702,Chhattisgarh Club,4.3,258,Club,Chhattisgarh club,"""Very nice club with restaurant, Bar, swimming pool, spa, guest room, ...""","{""latitude"":""21.2392462"",""longitude"":""81.6536301""}",http://chhattisgarhclub.in/,07714035243
7706,Dolphin Swimming pool & Indoor Sports,4.1,241,Indoor swimming pool,Shri shankracharya Mahavidyalaya,"""Dolphin swimming pool junvani""","{""latitude"":""21.2205536"",""longitude"":""81.3075741""}",,09111107365
7708,"Tulip Arena | Hotel, Club & Events by SGL |",4.5,545,Hotel,Hotel,"Pool Free parking Free breakfast Free Wi-Fi  ""Nice zym zumba and swimming pool miss deepika""","{""latitude"":""21.2399572"",""longitude"":""81.693931""}",https://www.tuliparena.com/,072230 58886
7712,Sports camp,4.3,254,Swimming pool supply store,"B1, Modern Complex, beside punjab national bank",In-store shoppingIn-store pick-upDelivery,"{""latitude"":""21.2427053"",""longitude"":""81.641675""}",https://sites.google.com/view/sportscampraipur,09039386829
7716,HUSSAIN GYM SERVICE,5.0,46,Gym,"TATEYAPARA CHOUK, Great Eastern Rd",On-site services,"{""latitude"":""21.2408111"",""longitude"":""81.6303228""}",,08889480505
7725,Shri Dwarika Borewells- Best Borewell Contractor in Raipur/ Rainwater Harvesting /Tubewell /Water Survey/Submersible Pump,,,Swimming pool contractor,"Ring Road No 1, Kushalpur Chowk Rd, near Bharat Traders",On-site services,"{""latitude"":""21.2260456"",""longitude"":""81.6134087""}",https://shri-dwarika-borewells.business.site/?utm_source=gmb&utm_medium=referral,09300242718
7728,Railway Institute Swimming Pool,4.2,13,Swimming pool,6FC4+9XQ,,"{""latitude"":""21.2209696"",""longitude"":""81.4574748""}",,07582817958
7735,Smash The Pool Club,5.0,1,Cafe,"7J89+X9X, ambedkar chowk",,"{""latitude"":""21.2674798"",""longitude"":""81.6184956""}",,09704619221
7737,"Raipur Greens-Banquet Hall in Raipur,Marriage Hall in Raipur,Wedding Resort lawn in Raipur",4.2,"1,148",Swimming pool,"Behind sibbal farms, cherikheri",Dine-in,"{""latitude"":""21.231155"",""longitude"":""81.722386""}",,09174790009
7746,Mithya,4.0,"1,164",Cafe,"VIP Rd, near to ajooba park","""Awesome, But can I know if you are allowed to use the pool or not?""","{""latitude"":""21.231196"",""longitude"":""81.6887783""}","http://www.mithya.co/%20%3Ciframe%20src=%22https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14876.065827351675!2d81.6887783!3d21.231196!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a28dd1ca18beff7%3A0x6666f87cb53bae14!2sMithya!5e0!3m2!1sen!2sin!4v1676392500863!5m2!1sen!2sin%22%20width=%22600%22%20height=%22450%22%20style=%22border:0;%22%20allowfullscreen=%22%22%20loading=%22lazy%22%20referrerpolicy=%22no-referrer-when-downgrade%22%3Emithya,%20club,%20mithyaclub,%20clubmithya,%20cafe,%20club,%20food,%20veg,%20bar,%20raipur,%20mythya%3C/iframe%3E",07389282592
7748,Blueshield Ro Industries Pvt.Ltd.,4.8,66,Swimming pool,Swimming pool,"""One of the best service provided by them.""","{""latitude"":""21.247161"",""longitude"":""81.6381396""}",http://www.blueshieldro.com/,09179280563
7751,The J Studio,4.5,33,Gym,"Street No. 9, near 90's Cafe","""They have amazing swimming pool.""","{""latitude"":""21.2059084"",""longitude"":""81.3215343""}",http://jstudio.co.in/,07880101400
7768,Sheetal Clay House,3.0,1,Bathroom supply store,"Shop No. 5, Prakash Swimming Pool",In-store shoppingDelivery,"{""latitude"":""21.2183816"",""longitude"":""81.645445""}",,07714000821
8024,Karnataka Bank - Raipur Branch & ATM,4.3,11,Private Sector Bank,Plot No. 2 Jail Road Opp police station Fafadih Chowk,,"{""latitude"":""21.2562841"",""longitude"":""81.6372626""}",,07712880021
8031,HDFC Bank,1.9,21,Bank,"Ground Floor, Jaistambh Chowk, opposite Old Bus Stand",,"{""latitude"":""21.2513515"",""longitude"":""81.6296404""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-jaistambh-chowk-banks-jaistambh-chowk-raipur-6347/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8035,IDBI Bank,2.3,4,Bank,"Ground Floor, Wallfort Ozone, Near Fafadih Chowk, Fafadih, Bilaspur Road",,"{""latitude"":""21.257948"",""longitude"":""81.636769""}",https://www.idbi.com/,07714067402
8040,HDFC Bank ATM,,,ATM,"Ground Floor, Jeet Plaza Bilaspur Road, Chowk, near Fafadih",,"{""latitude"":""21.2575358"",""longitude"":""81.6365665""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-fafadih-atm-bilaspur-road-raipur-186555/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8047,HDFC Bank ATM,,,ATM,"Khasra 108/9, Ground Floor, Deobhog, near Shiv Mandir",,"{""latitude"":""21.2513581"",""longitude"":""81.6296302""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-deobhog-atm-deobhog-raipur-264100/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8062,HDFC Bank ATM,3.7,15,ATM,"Chawla Complex, Nr Vanijya Bhawan",,"{""latitude"":""21.2561"",""longitude"":""81.6413""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-devendra-nagar-atm-devendra-nagar-raipur-17676/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8064,Chattisgarh Rajya Sahkari Bank Limited,,,Bank,"Indira Gandhi Parisa, Pandri, Pandri",,"{""latitude"":""21.2513844"",""longitude"":""81.6296413""}",https://www.cgapexbank.com/,07712582643
8069,State Bank of India PANDRI RAIPUR,,,Bank,"Shoppers Paradise, near CITY CENTRE MOLL",,"{""latitude"":""21.2554544"",""longitude"":""81.6468805""}",https://www.sbi.co.in/,07712583011
8078,HDFC Bank,,,Bank,"H No 63, Ground & 1st Floor Ward No 05, Main Road",,"{""latitude"":""21.2513844"",""longitude"":""81.6296413""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-rajpur-banks-rajpur-jashpur-260218/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8083,HDFC Bank ATM,,,ATM,"No C56, Ground & 2nd Floor",,"{""latitude"":""21.2570648"",""longitude"":""81.6442625""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-pandri-raipur-atm-devendra-nagar-sector-1-raipur-129461/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8086,Bank of Baroda,3.9,7,Bank,"C-13, Sector 4, New Pandri Road, Devendra Nagar",,"{""latitude"":""21.2574886"",""longitude"":""81.6490723""}",,07712582273
8088,Dena Bank,3.8,8,Public Sector Bank,"FIRST FLOOR, Rukmani Complex",,"{""latitude"":""21.2615169"",""longitude"":""81.630544""}",,07712592084
8091,Canara Bank,1.5,2,Bank,"Shop No 307, Shayam Square, Pandri Rd",,"{""latitude"":""21.2544629"",""longitude"":""81.649191""}",,07712583950
8093,HDFC Bank,,,Bank,"Khasra No 738/7, Ground Floor, Bilaigarh, Road, near Govt High School",,"{""latitude"":""21.2513844"",""longitude"":""81.6296413""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-bilaigarh-banks-bilaigarh-raipur-261734/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8097,State Bank of India - Customer Service Point,3.0,2,Public Sector Bank,"7J6H+FJ9, Near Babla Atta Chakki, Old Mangal Bazar Road",,"{""latitude"":""21.2611743"",""longitude"":""81.6291083""}",https://www.sbi.co.in/,09926791639
8102,HDFC Bank ATM,,,ATM,"Patel Complex, Saddu Vidhansabha Road, Road, beside Ambuja Mall",,"{""latitude"":""21.2581472"",""longitude"":""81.6467162""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-patel-complex-atm-devendra-nagar-road-raipur-124916/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8104,Corporation Bank,3.8,5,Bank,"PLOT NO.1, Ground Chhattisgarh Bhavan, 1, Great Eastern Rd, Opp bjp office",,"{""latitude"":""21.2478339"",""longitude"":""81.638024""}",,07712224686
8115,HDFC Bank,,,Bank,"Khasra No 355/10, GF, Sds Chamber, Bhainsthan Rd",,"{""latitude"":""21.2485721"",""longitude"":""81.6249731""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-samta-colony-raipur-banks-samta-colony-raipur-170482/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8118,State Bank of India PHAPHADIH (RAIPUR),2.5,2,Bank,"NEAR PILI BUILDING, New Timber Market Rd",,"{""latitude"":""21.265057"",""longitude"":""81.63723""}",https://www.sbi.co.in/,07712522904
8120,Federal Bank,4.8,31,Bank,"No 8/1421, Kushal Vatika New Shanti Nagar, near Jagdeesh Hotel",,"{""latitude"":""21.247747"",""longitude"":""81.6399015""}",https://locations.federalbank.co.in/federal-bank-raipur-shankarnagar-banks-shankar-nagar-raipur-147639/Home?utm_source=locator&utm_medium=googleplaces,07712422900
8138,HDFC Bank ATM,,,ATM,"Ground Floor, Jeet Plaza Bilaspur Road, Chowk, near Fafadih",,"{""latitude"":""21.2575358"",""longitude"":""81.6365665""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-fafadih-atm-bilaspur-road-raipur-186555/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8150,HDFC Bank ATM,3.7,15,ATM,"Chawla Complex, Nr Vanijya Bhawan",,"{""latitude"":""21.2561"",""longitude"":""81.6413""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-devendra-nagar-atm-devendra-nagar-raipur-17676/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8167,HDFC Bank ATM,,,ATM,"No C56, Ground & 2nd Floor",,"{""latitude"":""21.2570648"",""longitude"":""81.6442625""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-pandri-raipur-atm-devendra-nagar-sector-1-raipur-129461/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8168,HDFC Bank ATM,,,ATM,Devendra Nagar Main Rd,,"{""latitude"":""21.257845"",""longitude"":""81.6424546""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-gandhi-chowk-urla-atm-urla-raipur-125045/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8169,HDFC Bank ATM,,,ATM,"H No 63, Ground & 1st Floor Ward No 05, Main Road",,"{""latitude"":""21.2513581"",""longitude"":""81.6296302""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-rajpur-atm-rajpur-jashpur-263991/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8177,HDFC Bank ATM,,,ATM,"Khasra 108/9, Ground Floor, Deobhog, near Shiv Mandir",,"{""latitude"":""21.2513581"",""longitude"":""81.6296302""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-deobhog-atm-deobhog-raipur-264100/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8180,HDFC Bank ATM,,,ATM,"Patel Complex, Saddu Vidhansabha Road, Road, beside Ambuja Mall",,"{""latitude"":""21.2581472"",""longitude"":""81.6467162""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-patel-complex-atm-devendra-nagar-road-raipur-124916/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8188,HDFC Bank ATM,4.0,1,ATM,"Khasra No 355/10, Gr Flr, SDS Chamber, Bhainsthan Rd",,"{""latitude"":""21.248567"",""longitude"":""81.6271621""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-samta-colony-raipur-atm-samta-colony-raipur-121649/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8199,HDFC Bank ATM,2.8,5,ATM,"Shop no.14, 64, near Gopi Kirana Store",,"{""latitude"":""21.2464025"",""longitude"":""81.6308019""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-birgaon-atm-santosh-nagar-raipur-26950/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8215,HDFC Bank ATM,3.6,5,ATM,"SN 2, Gr Flr Anand Talkis Rd, Jai Stambh Chowk",,"{""latitude"":""21.24411"",""longitude"":""81.636283""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-jai-stambh-chowk-atm-jai-stambh-chowk-raipur-15999/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8250,HDFC Bank ATM,,,ATM,"House No 189/B, Ground Floor, Main Rd, near Axis Bank",,"{""latitude"":""21.246695"",""longitude"":""81.6205982""}",https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-samta-colony-atm-samta-colony-raipur-264050/Home?utm_source=locator&utm_medium=googleplaces,09426792001
8252,IndianOil,,,Petrol Pump,"Ground Floor, Fafadih Chowk",,"{""latitude"":""21.256722"",""longitude"":""81.636503""}",https://locator.iocl.com/indianoil-raj-ashok-petrol-pump-fafadih-chowk-raipur-196226/Home?utm_source=locator&utm_medium=googleplaces,07712523858
8254,IndianOil,4.0,3,Petrol Pump,"Ground Floor, Palari",,"{""latitude"":""21.263191"",""longitude"":""81.637324""}",https://locator.iocl.com/indianoil-s-g-energy-petrol-pump-palari-raipur-199694/Home?utm_source=locator&utm_medium=googleplaces,09827125008
8257,IndianOil,,,Petrol Pump,"ground floor, Great Eastern Rd, beside Shahid Smarak",,"{""latitude"":""21.245077"",""longitude"":""81.638412""}",https://locator.iocl.com/indianoil-motorist-paradise-petrol-pump-ge-road-raipur-196224/Home?utm_source=locator&utm_medium=googleplaces,09826121111
8261,IndianOil,1.0,1,Petrol Pump,"NH 30 Main Road, Gudhiyari, near Railway Station",,"{""latitude"":""21.269731"",""longitude"":""81.6326587""}",https://locator.iocl.com/indianoil-sandhya-fuels-petrol-pump-gudhiyari-raipur-196208/Home?utm_source=locator&utm_medium=googleplaces,09329100909
8265,Motorists Paradise PETROL PUMP,3.2,53,Petrol Pump,Petrol Pump,,"{""latitude"":""21.2449953"",""longitude"":""81.6385361""}",,07712229580
8266,Aastha Fuels,3.5,23,Petrol Pump,7J2R+PF4,,"{""latitude"":""21.2517542"",""longitude"":""81.6411974""}",,07712887161
8267,IndianOil,3.4,51,Petrol Pump,"Police Line, Kalibadi Chowk, near Kali Badi",,"{""latitude"":""21.231529"",""longitude"":""81.640213""}",https://locator.iocl.com/indianoil-sr-suptd-of-police-petrol-pump-tikrapara-raipur-196205/Home?utm_source=locator&utm_medium=googleplaces,09425208765
8269,IndianOil,4.1,93,Petrol Pump,Ground floor,,"{""latitude"":""21.224121"",""longitude"":""81.643921""}",https://locator.iocl.com/indianoil-pujari-filling-station-petrol-pump-tikrapara-raipur-196209/Home?utm_source=locator&utm_medium=googleplaces,09893112095
8274,IndianOil,3.6,23,Petrol Pump,"6JWJ+M97, near SBI Bank ATM",,"{""latitude"":""21.246665"",""longitude"":""81.63092""}",https://www.iocl.com/,09826754718
8275,IndianOil,,,Petrol Pump,Ground Floor,,"{""latitude"":""21.251854"",""longitude"":""81.608523""}",https://locator.iocl.com/indianoil-welcome-fuel-petrol-pump-kota-raipur-196222/Home?utm_source=locator&utm_medium=googleplaces,09425207207
8276,HP PETROL PUMP,3.5,67,Petrol Pump,Jail Rd,,"{""latitude"":""21.251753"",""longitude"":""81.6412631""}",http://www.hindustanpetroleum.com/,09926142855
8278,IndianOil,5.0,1,Petrol Pump,Ground floor,,"{""latitude"":""21.217051"",""longitude"":""81.641753""}",https://locator.iocl.com/indianoil-rmr-fuels-petrol-pump-tikrapara-raipur-196234/Home?utm_source=locator&utm_medium=googleplaces,07987155987
8279,IndianOil,,,Petrol Pump,Ground Floor,,"{""latitude"":""21.251329"",""longitude"":""81.666882""}",https://locator.iocl.com/indianoil-risen-fuels-petrol-pump-shankar-nagar-raipur-196196/Home?utm_source=locator&utm_medium=googleplaces,07879236009
8281,HP PETROL PUMP - ANOOP AUTO SERVICES,3.2,18,Petrol Pump,"HPC Dealer G.E. Road, OPP Secretariate Post & Dist. (CG)",,"{""latitude"":""21.24576"",""longitude"":""81.64059""}",,09893341417
8283,IndianOil,,,Petrol Pump,Ground Floor,,"{""latitude"":""21.218651"",""longitude"":""81.621147""}",https://locator.iocl.com/indianoil-shree-ramchandra-fuels-petrol-pump-bhatagaon-raipur-196219/Home?utm_source=locator&utm_medium=googleplaces,07000018552
8284,IndianOil,5.0,1,Petrol Pump,"Purena, Pachpedi Naka",,"{""latitude"":""21.230811"",""longitude"":""81.662498""}",https://locator.iocl.com/indianoil-gs-petrol-pump-petrol-pump-telibandha-raipur-196217/Home?utm_source=locator&utm_medium=googleplaces,09826273306
8285,IndianOil,5.0,1,Petrol Pump,Ring Road No. 1,,"{""latitude"":""21.220901"",""longitude"":""81.619217""}",https://locator.iocl.com/indianoil-sapna-petroleum-petrol-pump-bhatagaon-raipur-196221/Home?utm_source=locator&utm_medium=googleplaces,09827112190
8288,HP PETROL PUMP - SAI BABA FILLING STATION,3.9,407,Petrol Pump,"Vidhan Sabha Road, Near, Lodhi Para",,"{""latitude"":""21.2631085"",""longitude"":""81.6594112""}",,09826195695
8290,IndianOil,5.0,1,Petrol Pump,Ground Floor,,"{""latitude"":""21.216358"",""longitude"":""81.655734""}",https://locator.iocl.com/indianoil-shri-jai-murari-filling-station-petrol-pump-tikrapara-raipur-199590/Home?utm_source=locator&utm_medium=googleplaces,09893766111
8294,IndianOil,,,Petrol Pump,Ground Floor,,"{""latitude"":""21.269274"",""longitude"":""81.679398""}",https://locator.iocl.com/indianoil-sai-krupa-fuels-petrol-pump-mowa-raipur-196212/Home?utm_source=locator&utm_medium=googleplaces,09977463000
8296,HP PETROL PUMP - MERAJ FUELS,3.3,140,Petrol Pump,"PH NO. 107 CSEB Road Near CSEB Gudhiyari Khal Bada, Shukrawari Bazar Rd",,"{""latitude"":""21.257033"",""longitude"":""81.62481""}",,09300107860
8299,Pujari Fuels,3.7,361,Petrol Pump,"Ashoka millenium, Ring Road No. 1",,"{""latitude"":""21.2244172"",""longitude"":""81.6548407""}",http://bharatpetroleum.co.in/,07714001945
8300,HP PETROL PUMP - KRISHNA FUELS,3.8,297,Petrol Pump,Mahadev Ghat RD Opp HDFC Whole Sale Branch Sundernagar,,"{""latitude"":""21.23392"",""longitude"":""81.60924""}",,09826164000
8302,IndianOil,2.8,26,Petrol Pump,Ground Floor,,"{""latitude"":""21.220654"",""longitude"":""81.592758""}",https://locator.iocl.com/indianoil-ashish-fuels-petrol-pump-raipura-raipur-196238/Home?utm_source=locator&utm_medium=googleplaces,09425502015
8308,HARCHAND RAI BULCHAND INDIAN OIL PETROL PUMP,3.9,528,Petrol Pump,492001,,"{""latitude"":""21.229568"",""longitude"":""81.6398904""}",https://iocl.com/,07716053135
